volume_ratio_group,method,n_cases,dice_mean,dice_std,dice_median,iou_mean,iou_std,iou_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,pred_vol_cm3_mean,pred_vol_cm3_std,pred_vol_cm3_median,gt_vol_cm3_mean,gt_vol_cm3_std,gt_vol_cm3_median,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_std,pred_to_gt_vol_ratio_median,largest_component_fraction_mean,largest_component_fraction_std,largest_component_fraction_median
1.0-2.0,kin_delta_v2_lcc_minus_raw,222,0.03737908664607835,0.16178246077380734,0.0301305286288368,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,kin_delta_kineticcc_minus_lcc,222,-0.38290839584752695,0.4196771569567305,-0.5525745464984884,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v1_raw_error_1_minus,222,0.38023695046588846,0.18412964825580866,0.34909393930612587,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v1_lcc_error_1_minus,222,0.33983872816721145,0.2572912411217756,0.25733014268730686,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v1_small50_error_1_minus,222,0.36893743436486565,0.1836722904904228,0.33409735871360663,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v1_small100_error_1_minus,222,0.36521511771067167,0.18354234481662432,0.3257233481697226,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v2_raw_error_1_minus,222,0.3656540882777014,0.1770065214179309,0.3318476781921733,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v2_lcc_error_1_minus,222,0.328275001631623,0.2545925969875068,0.25108794314540794,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v2_small50_error_1_minus,222,0.3542996650584962,0.1765993183854896,0.3157611930912808,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
1.0-2.0,v2_small100_error_1_minus,222,0.350642241883662,0.17636902627684967,0.31359013443035577,,,,,,,,,,,,,21.408191555019084,29.02263050727497,9.890998238101384,,,,,,
2.0-5.0 over,v1_raw,67,0.34614265414999706,0.1305527495346668,0.3542578149768562,0.21672029002596083,0.09592081754792336,0.215257175881333,0.225116471369859,0.09843466820906549,0.221267875828392,0.8376033542613985,0.1724912164266154,0.8918058870326173,31.351788563684845,29.28339443198341,23.51571831411453,8.77039165910656,8.94201276827029,4.600162999074272,4.7047979613851965,2.9563403779434223,3.854490413723512,0.7466928594144702,0.18643747055929152,0.7779349363507779
