target,feature,spearman_rho,p_value,n,abs_rho,q_value_bh
v2_lcc_dice,kin_tumor_to_fg_max_enh_diff,-0.057327540422007925,0.1892701659714985,526,0.057327540422007925,0.41008535960491344
v2_lcc_dice,kin_tumor_to_ring_max_enh_diff,-0.05432151228320746,0.21357258030960757,526,0.05432151228320746,0.4480489924587803
v2_lcc_dice,kin_ring_mean_first_enh,-0.05421763119102793,0.21445079980933074,526,0.05421763119102793,0.4480489924587803
v2_lcc_dice,kin_gt_max_enh,-0.05082985242492547,0.24452700991379758,526,0.05082985242492547,0.5019238624546372
v2_lcc_dice,kin_selected_time_to_peak_s,-0.05028397687706276,0.250089467409999,525,0.05028397687706276,0.5044908221891359
v2_lcc_dice,kin_gt_washout_index,0.047893253250715,0.2728893263279839,526,0.047893253250715,0.5411534098368495
v2_lcc_dice,kin_ring_auc_enh_norm,-0.04394463345359938,0.31444211231238267,526,0.04394463345359938,0.6131621190091462
v2_lcc_dice,late_idx,0.04066661998417124,0.35193501477068745,526,0.04066661998417124,0.6371312121633288
v2_lcc_dice,kin_gt_auc_enh,-0.03858303135970119,0.3771749305966422,526,0.03858303135970119,0.6371312121633288
v2_lcc_dice,kin_fg_washout_index,0.03631150411521678,0.40592507718187887,526,0.03631150411521678,0.6371312121633288
v2_lcc_dice,kin_ring_max_enh,-0.03557171833226837,0.4155629581146434,526,0.03557171833226837,0.6371312121633288
v2_lcc_dice,kin_ring_mean_last_enh,-0.03521886943967451,0.42020692189503717,526,0.03521886943967451,0.6371312121633288
v2_lcc_dice,late_t_s,-0.03264393532716461,0.4550052943146906,526,0.03264393532716461,0.6371312121633288
v2_lcc_dice,kin_late_t_s,-0.03264393532716461,0.4550052943146906,526,0.03264393532716461,0.6371312121633288
v2_lcc_dice,kin_fg_auc_enh,-0.03192456714125663,0.46500859571431885,526,0.03192456714125663,0.6371312121633288
v2_lcc_dice,kin_ring_washout_index,-0.03097102504472203,0.47845415366451205,526,0.03097102504472203,0.6371312121633288
v2_lcc_dice,v1_lcc_pred_voxels,-0.03093365116036323,0.47898542844884284,526,0.03093365116036323,0.6371312121633288
v2_lcc_dice,v1_raw_largest_component_voxels,-0.03093365116036323,0.47898542844884284,526,0.03093365116036323,0.6371312121633288
v2_lcc_dice,kin_v1_lcc_voxels,-0.03093365116036323,0.47898542844884284,526,0.03093365116036323,0.6371312121633288
v2_lcc_dice,kin_ring_observed_uptake_rate,-0.028692692589808312,0.5114203545572216,526,0.028692692589808312,0.6371312121633288
v2_lcc_dice,n_phases,0.027407051494406042,0.5305316441340784,526,0.027407051494406042,0.6371312121633288
v2_lcc_dice,num_phases,0.027407051494406042,0.5305316441340784,526,0.027407051494406042,0.6371312121633288
v2_lcc_dice,kin_n_phases,0.027407051494406042,0.5305316441340784,526,0.027407051494406042,0.6371312121633288
v2_lcc_dice,kin_gt_late_slope,0.027197328259727864,0.6486854406717746,283,0.027197328259727864,0.7160018543263926
v2_lcc_dice,early_t_s,-0.02647985810772959,0.5445354751235534,526,0.02647985810772959,0.6371312121633288
v2_lcc_dice,kin_first_post_s,-0.02647985810772959,0.5445354751235534,526,0.02647985810772959,0.6371312121633288
v2_lcc_dice,kin_early_t_s,-0.02647985810772959,0.5445354751235534,526,0.02647985810772959,0.6371312121633288
